party,per_2019,per_2014,state
BJP,35.75%,9.48%,Manipur
BJP,35.75%,8.48%,Kerala
BJP,35.75%,4.83%,Tripura
BJP,35.75%,1.96%,Sikkim
BJP,35.75%,0.37%,Lakshadweep
SDF,35.59%,44.15%,Sikkim
NPF,35.57%,60.30%,Nagaland
NPF,35.57%,30.59%,Manipur
AITC,35.37%,32.33%,"West Bengal"
AITC,35.37%,8.15%,Tripura
AITC,35.37%,2.97%,Manipur
AITC,35.37%,2.19%,Goa
AITC,35.37%,2.05%,"Arunachal Pradesh"
AITC,35.37%,2.02%,Jharkhand
AITC,35.37%,0.85%,"Andaman & Nicobar Islands"
AITC,35.37%,0.63%,Assam
AITC,35.37%,0.53%,Sikkim
AITC,35.37%,0.42%,Bihar
AITC,35.37%,0.31%,"Uttar Pradesh"
AITC,35.37%,0.27%,Maharashtra
AITC,35.37%,0.23%,Rajasthan
AITC,35.37%,0.14%,Haryana
AITC,35.37%,0.12%,"Madhya Pradesh"
AITC,35.37%,0.12%,Karnataka
AITC,35.37%,0.12%,"NCT OF Delhi"
AITC,35.37%,0.07%,Kerala
KEC(M),34.89%,36.52%,Kerala
INC,34.47%,40.32%,Lakshadweep
INC,34.47%,37.93%,"Dadra & Nagar Haveli"
INC,34.47%,33.75%,"Daman & Diu"
INC,34.47%,33.19%,Manipur
INC,34.47%,32.41%,"Arunachal Pradesh"
INC,34.47%,30.87%,"Andaman & Nicobar Islands"
INC,34.47%,30.45%,Kerala
INC,34.47%,29.98%,Mizoram
INC,34.47%,28.16%,Goa
INC,34.47%,27.41%,Karnataka
INC,34.47%,26.47%,Nagaland
INC,34.47%,26.21%,"Himachal Pradesh"
INC,34.47%,26.09%,Meghalaya
INC,34.47%,25.77%,Assam
INC,34.47%,23.41%,"Jammu & Kashmir"
INC,34.47%,23.34%,Punjab
INC,34.47%,21.72%,Gujarat
INC,34.47%,21.63%,Puducherry
INC,34.47%,21.49%,"Madhya Pradesh"
INC,34.47%,20.97%,Uttarakhand
INC,34.47%,20.59%,Maharashtra
INC,34.47%,19.79%,Chandigarh
INC,34.47%,19.14%,Rajasthan
INC,34.47%,16.37%,Haryana
INC,34.47%,15.57%,Bihar
INC,34.47%,13.28%,Jharkhand
INC,34.47%,12.88%,Tripura
INC,34.47%,9.86%,"NCT OF Delhi"
INC,34.47%,8.79%,Telangana
INC,34.47%,7.87%,"West Bengal"
INC,34.47%,5.15%,"Uttar Pradesh"
INC,34.47%,3.18%,"Tamil Nadu"
INC,34.47%,1.94%,Sikkim
BJP,34.26%,41.99%,"Daman & Diu"
BJP,34.26%,41.17%,Goa
BJP,34.26%,41.09%,"Dadra & Nagar Haveli"
BJP,34.26%,37.56%,Gujarat
BJP,34.26%,36.26%,"Arunachal Pradesh"
BJP,34.26%,34.64%,Rajasthan
BJP,34.26%,34.37%,"Himachal Pradesh"
BJP,34.26%,34.09%,Uttarakhand
BJP,34.26%,33.77%,"Andaman & Nicobar Islands"
BJP,34.26%,33.28%,"Madhya Pradesh"
BJP,34.26%,33.00%,Maharashtra
BJP,34.26%,31.77%,Assam
BJP,34.26%,31.10%,Chandigarh
BJP,34.26%,30.91%,Haryana
BJP,34.26%,30.20%,"NCT OF Delhi"
BJP,34.26%,28.89%,Karnataka
BJP,34.26%,27.09%,Punjab
BJP,34.26%,25.59%,Jharkhand
BJP,34.26%,25.35%,"Uttar Pradesh"
BJP,34.26%,22.07%,Bihar
BJP,34.26%,21.70%,Telangana
BJP,34.26%,16.88%,"Tamil Nadu"
BJP,34.26%,16.07%,"Jammu & Kashmir"
BJP,34.26%,13.83%,"West Bengal"
BJP,34.26%,9.79%,Meghalaya
BJP,34.26%,9.48%,Manipur
BJP,34.26%,8.48%,Kerala
BJP,34.26%,4.83%,Tripura
BJP,34.26%,1.96%,Sikkim
BJP,34.26%,0.37%,Lakshadweep
RLTP,34.14%,NULL,NULL
VCK,33.79%,19.75%,"Tamil Nadu"
BJP,32.90%,41.99%,"Daman & Diu"
BJP,32.90%,41.17%,Goa
BJP,32.90%,41.09%,"Dadra & Nagar Haveli"
BJP,32.90%,37.56%,Gujarat
BJP,32.90%,36.26%,"Arunachal Pradesh"
BJP,32.90%,34.64%,Rajasthan
BJP,32.90%,34.37%,"Himachal Pradesh"
BJP,32.90%,34.09%,Uttarakhand
BJP,32.90%,33.77%,"Andaman & Nicobar Islands"
BJP,32.90%,33.28%,"Madhya Pradesh"
BJP,32.90%,33.00%,Maharashtra
BJP,32.90%,31.77%,Assam
BJP,32.90%,31.10%,Chandigarh
BJP,32.90%,30.91%,Haryana
BJP,32.90%,30.20%,"NCT OF Delhi"
BJP,32.90%,28.89%,Karnataka
BJP,32.90%,27.09%,Punjab
BJP,32.90%,25.59%,Jharkhand
BJP,32.90%,25.35%,"Uttar Pradesh"
BJP,32.90%,22.07%,Bihar
BJP,32.90%,21.70%,Telangana
BJP,32.90%,16.88%,"Tamil Nadu"
BJP,32.90%,16.07%,"Jammu & Kashmir"
BJP,32.90%,13.83%,"West Bengal"
BJP,32.90%,9.79%,Meghalaya
BJP,32.90%,9.48%,Manipur
BJP,32.90%,8.48%,Kerala
BJP,32.90%,4.83%,Tripura
BJP,32.90%,1.96%,Sikkim
BJP,32.90%,0.37%,Lakshadweep
BJP,32.56%,41.99%,"Daman & Diu"
BJP,32.56%,41.17%,Goa
BJP,32.56%,41.09%,"Dadra & Nagar Haveli"
BJP,32.56%,37.56%,Gujarat
BJP,32.56%,36.26%,"Arunachal Pradesh"
BJP,32.56%,34.64%,Rajasthan
BJP,32.56%,34.37%,"Himachal Pradesh"
BJP,32.56%,34.09%,Uttarakhand
BJP,32.56%,33.77%,"Andaman & Nicobar Islands"
BJP,32.56%,33.28%,"Madhya Pradesh"
BJP,32.56%,33.00%,Maharashtra
BJP,32.56%,31.77%,Assam
BJP,32.56%,31.10%,Chandigarh
BJP,32.56%,30.91%,Haryana
BJP,32.56%,30.20%,"NCT OF Delhi"
BJP,32.56%,28.89%,Karnataka
BJP,32.56%,27.09%,Punjab
BJP,32.56%,25.59%,Jharkhand
BJP,32.56%,25.35%,"Uttar Pradesh"
BJP,32.56%,22.07%,Bihar
BJP,32.56%,21.70%,Telangana
BJP,32.56%,16.88%,"Tamil Nadu"
BJP,32.56%,16.07%,"Jammu & Kashmir"
BJP,32.56%,13.83%,"West Bengal"
BJP,32.56%,9.79%,Meghalaya
BJP,32.56%,9.48%,Manipur
BJP,32.56%,8.48%,Kerala
BJP,32.56%,4.83%,Tripura
BJP,32.56%,1.96%,Sikkim
BJP,32.56%,0.37%,Lakshadweep
BJP,32.25%,41.99%,"Daman & Diu"
BJP,32.25%,41.17%,Goa
BJP,32.25%,41.09%,"Dadra & Nagar Haveli"
BJP,32.25%,37.56%,Gujarat
BJP,32.25%,36.26%,"Arunachal Pradesh"
BJP,32.25%,34.64%,Rajasthan
BJP,32.25%,34.37%,"Himachal Pradesh"
BJP,32.25%,34.09%,Uttarakhand
BJP,32.25%,33.77%,"Andaman & Nicobar Islands"
BJP,32.25%,33.28%,"Madhya Pradesh"
BJP,32.25%,33.00%,Maharashtra
BJP,32.25%,31.77%,Assam
BJP,32.25%,31.10%,Chandigarh
BJP,32.25%,30.91%,Haryana
BJP,32.25%,30.20%,"NCT OF Delhi"
BJP,32.25%,28.89%,Karnataka
BJP,32.25%,27.09%,Punjab
BJP,32.25%,25.59%,Jharkhand
BJP,32.25%,25.35%,"Uttar Pradesh"
BJP,32.25%,22.07%,Bihar
BJP,32.25%,21.70%,Telangana
BJP,32.25%,16.88%,"Tamil Nadu"
BJP,32.25%,16.07%,"Jammu & Kashmir"
BJP,32.25%,13.83%,"West Bengal"
BJP,32.25%,9.79%,Meghalaya
BJP,32.25%,9.48%,Manipur
BJP,32.25%,8.48%,Kerala
BJP,32.25%,4.83%,Tripura
BJP,32.25%,1.96%,Sikkim
BJP,32.25%,0.37%,Lakshadweep
INC,32.23%,40.32%,Lakshadweep
INC,32.23%,37.93%,"Dadra & Nagar Haveli"
INC,32.23%,33.75%,"Daman & Diu"
INC,32.23%,33.19%,Manipur
INC,32.23%,32.41%,"Arunachal Pradesh"
INC,32.23%,30.87%,"Andaman & Nicobar Islands"
INC,32.23%,30.45%,Kerala
INC,32.23%,29.98%,Mizoram
INC,32.23%,28.16%,Goa
INC,32.23%,27.41%,Karnataka
INC,32.23%,26.47%,Nagaland
INC,32.23%,26.21%,"Himachal Pradesh"
INC,32.23%,26.09%,Meghalaya
INC,32.23%,25.77%,Assam
INC,32.23%,23.41%,"Jammu & Kashmir"
INC,32.23%,23.34%,Punjab
INC,32.23%,21.72%,Gujarat
INC,32.23%,21.63%,Puducherry
INC,32.23%,21.49%,"Madhya Pradesh"
INC,32.23%,20.97%,Uttarakhand
INC,32.23%,20.59%,Maharashtra
INC,32.23%,19.79%,Chandigarh
INC,32.23%,19.14%,Rajasthan
INC,32.23%,16.37%,Haryana
INC,32.23%,15.57%,Bihar
INC,32.23%,13.28%,Jharkhand
INC,32.23%,12.88%,Tripura
INC,32.23%,9.86%,"NCT OF Delhi"
INC,32.23%,8.79%,Telangana
INC,32.23%,7.87%,"West Bengal"
INC,32.23%,5.15%,"Uttar Pradesh"
INC,32.23%,3.18%,"Tamil Nadu"
INC,32.23%,1.94%,Sikkim
TDP,31.76%,30.60%,Telangana
BJP,31.51%,41.99%,"Daman & Diu"
BJP,31.51%,41.17%,Goa
BJP,31.51%,41.09%,"Dadra & Nagar Haveli"
BJP,31.51%,37.56%,Gujarat
BJP,31.51%,36.26%,"Arunachal Pradesh"
BJP,31.51%,34.64%,Rajasthan
BJP,31.51%,34.37%,"Himachal Pradesh"
BJP,31.51%,34.09%,Uttarakhand
BJP,31.51%,33.77%,"Andaman & Nicobar Islands"
BJP,31.51%,33.28%,"Madhya Pradesh"
BJP,31.51%,33.00%,Maharashtra
BJP,31.51%,31.77%,Assam
BJP,31.51%,31.10%,Chandigarh
BJP,31.51%,30.91%,Haryana
BJP,31.51%,30.20%,"NCT OF Delhi"
BJP,31.51%,28.89%,Karnataka
BJP,31.51%,27.09%,Punjab
BJP,31.51%,25.59%,Jharkhand
BJP,31.51%,25.35%,"Uttar Pradesh"
BJP,31.51%,22.07%,Bihar
BJP,31.51%,21.70%,Telangana
BJP,31.51%,16.88%,"Tamil Nadu"
BJP,31.51%,16.07%,"Jammu & Kashmir"
BJP,31.51%,13.83%,"West Bengal"
BJP,31.51%,9.79%,Meghalaya
BJP,31.51%,9.48%,Manipur
BJP,31.51%,8.48%,Kerala
BJP,31.51%,4.83%,Tripura
BJP,31.51%,1.96%,Sikkim
BJP,31.51%,0.37%,Lakshadweep
BJD,31.31%,NULL,NULL
BJP,30.88%,41.99%,"Daman & Diu"
BJP,30.88%,41.17%,Goa
BJP,30.88%,41.09%,"Dadra & Nagar Haveli"
BJP,30.88%,37.56%,Gujarat
BJP,30.88%,36.26%,"Arunachal Pradesh"
BJP,30.88%,34.64%,Rajasthan
BJP,30.88%,34.37%,"Himachal Pradesh"
BJP,30.88%,34.09%,Uttarakhand
BJP,30.88%,33.77%,"Andaman & Nicobar Islands"
BJP,30.88%,33.28%,"Madhya Pradesh"
BJP,30.88%,33.00%,Maharashtra
BJP,30.88%,31.77%,Assam
BJP,30.88%,31.10%,Chandigarh
BJP,30.88%,30.91%,Haryana
BJP,30.88%,30.20%,"NCT OF Delhi"
BJP,30.88%,28.89%,Karnataka
BJP,30.88%,27.09%,Punjab
BJP,30.88%,25.59%,Jharkhand
BJP,30.88%,25.35%,"Uttar Pradesh"
BJP,30.88%,22.07%,Bihar
BJP,30.88%,21.70%,Telangana
BJP,30.88%,16.88%,"Tamil Nadu"
BJP,30.88%,16.07%,"Jammu & Kashmir"
BJP,30.88%,13.83%,"West Bengal"
BJP,30.88%,9.79%,Meghalaya
BJP,30.88%,9.48%,Manipur
BJP,30.88%,8.48%,Kerala
BJP,30.88%,4.83%,Tripura
BJP,30.88%,1.96%,Sikkim
BJP,30.88%,0.37%,Lakshadweep
LJP,30.45%,20.05%,Bihar
IUML,30.13%,34.31%,Kerala
IUML,30.13%,15.69%,"Tamil Nadu"
IUML,30.13%,0.68%,Jharkhand
IUML,30.13%,0.53%,"Madhya Pradesh"
IUML,30.13%,0.36%,Bihar
IUML,30.13%,0.22%,"West Bengal"
IUML,30.13%,0.16%,Punjab
IUML,30.13%,0.09%,Assam
IUML,30.13%,0.06%,Maharashtra
IUML,30.13%,0.05%,Telangana
IUML,30.13%,0.03%,"Uttar Pradesh"
BJP,30.06%,41.99%,"Daman & Diu"
BJP,30.06%,41.17%,Goa
BJP,30.06%,41.09%,"Dadra & Nagar Haveli"
BJP,30.06%,37.56%,Gujarat
BJP,30.06%,36.26%,"Arunachal Pradesh"
BJP,30.06%,34.64%,Rajasthan
BJP,30.06%,34.37%,"Himachal Pradesh"
BJP,30.06%,34.09%,Uttarakhand
BJP,30.06%,33.77%,"Andaman & Nicobar Islands"
BJP,30.06%,33.28%,"Madhya Pradesh"
BJP,30.06%,33.00%,Maharashtra
BJP,30.06%,31.77%,Assam
BJP,30.06%,31.10%,Chandigarh
BJP,30.06%,30.91%,Haryana
BJP,30.06%,30.20%,"NCT OF Delhi"
BJP,30.06%,28.89%,Karnataka
BJP,30.06%,27.09%,Punjab
BJP,30.06%,25.59%,Jharkhand
BJP,30.06%,25.35%,"Uttar Pradesh"
BJP,30.06%,22.07%,Bihar
BJP,30.06%,21.70%,Telangana
BJP,30.06%,16.88%,"Tamil Nadu"
BJP,30.06%,16.07%,"Jammu & Kashmir"
BJP,30.06%,13.83%,"West Bengal"
BJP,30.06%,9.79%,Meghalaya
BJP,30.06%,9.48%,Manipur
BJP,30.06%,8.48%,Kerala
BJP,30.06%,4.83%,Tripura
BJP,30.06%,1.96%,Sikkim
BJP,30.06%,0.37%,Lakshadweep
INC,29.93%,40.32%,Lakshadweep
INC,29.93%,37.93%,"Dadra & Nagar Haveli"
INC,29.93%,33.75%,"Daman & Diu"
INC,29.93%,33.19%,Manipur
INC,29.93%,32.41%,"Arunachal Pradesh"
INC,29.93%,30.87%,"Andaman & Nicobar Islands"
INC,29.93%,30.45%,Kerala
INC,29.93%,29.98%,Mizoram
INC,29.93%,28.16%,Goa
INC,29.93%,27.41%,Karnataka
INC,29.93%,26.47%,Nagaland
INC,29.93%,26.21%,"Himachal Pradesh"
INC,29.93%,26.09%,Meghalaya
INC,29.93%,25.77%,Assam
INC,29.93%,23.41%,"Jammu & Kashmir"
INC,29.93%,23.34%,Punjab
INC,29.93%,21.72%,Gujarat
INC,29.93%,21.63%,Puducherry
INC,29.93%,21.49%,"Madhya Pradesh"
INC,29.93%,20.97%,Uttarakhand
INC,29.93%,20.59%,Maharashtra
INC,29.93%,19.79%,Chandigarh
INC,29.93%,19.14%,Rajasthan
INC,29.93%,16.37%,Haryana
INC,29.93%,15.57%,Bihar
INC,29.93%,13.28%,Jharkhand
INC,29.93%,12.88%,Tripura
INC,29.93%,9.86%,"NCT OF Delhi"
INC,29.93%,8.79%,Telangana
INC,29.93%,7.87%,"West Bengal"
INC,29.93%,5.15%,"Uttar Pradesh"
INC,29.93%,3.18%,"Tamil Nadu"
INC,29.93%,1.94%,Sikkim
SHS,29.66%,29.93%,Maharashtra
SHS,29.66%,1.37%,Bihar
SHS,29.66%,0.21%,Kerala
SHS,29.66%,0.19%,"Dadra & Nagar Haveli"
SHS,29.66%,0.19%,"Himachal Pradesh"
SHS,29.66%,0.18%,Assam
SHS,29.66%,0.15%,"Madhya Pradesh"
SHS,29.66%,0.15%,"Uttar Pradesh"
SHS,29.66%,0.13%,Punjab
SHS,29.66%,0.06%,Uttarakhand
SHS,29.66%,0.04%,Telangana
SHS,29.66%,0.03%,"NCT OF Delhi"
JD(U),29.52%,9.36%,Bihar
JD(U),29.52%,1.28%,Rajasthan
JD(U),29.52%,1.12%,Jharkhand
JD(U),29.52%,0.77%,"Madhya Pradesh"
JD(U),29.52%,0.54%,Gujarat
JD(U),29.52%,0.33%,Maharashtra
JD(U),29.52%,0.25%,Telangana
JD(U),29.52%,0.24%,"Uttar Pradesh"
JD(U),29.52%,0.19%,Punjab
JD(U),29.52%,0.15%,"West Bengal"
JD(U),29.52%,0.12%,Manipur
JD(U),29.52%,0.12%,"Dadra & Nagar Haveli"
JD(U),29.52%,0.12%,Karnataka
JD(U),29.52%,0.10%,Kerala
JD(U),29.52%,0.07%,Chandigarh
JD(U),29.52%,0.06%,Haryana
JD(U),29.52%,0.03%,Puducherry
JD(U),29.52%,0.02%,"Tamil Nadu"
JD(S),29.49%,26.14%,Kerala
JD(S),29.49%,8.18%,Karnataka
JD(S),29.49%,0.21%,Maharashtra
JD(S),29.49%,0.16%,"Tamil Nadu"
JD(S),29.49%,0.06%,Telangana
BJP,29.48%,41.99%,"Daman & Diu"
BJP,29.48%,41.17%,Goa
BJP,29.48%,41.09%,"Dadra & Nagar Haveli"
BJP,29.48%,37.56%,Gujarat
BJP,29.48%,36.26%,"Arunachal Pradesh"
BJP,29.48%,34.64%,Rajasthan
BJP,29.48%,34.37%,"Himachal Pradesh"
BJP,29.48%,34.09%,Uttarakhand
BJP,29.48%,33.77%,"Andaman & Nicobar Islands"
BJP,29.48%,33.28%,"Madhya Pradesh"
BJP,29.48%,33.00%,Maharashtra
BJP,29.48%,31.77%,Assam
BJP,29.48%,31.10%,Chandigarh
BJP,29.48%,30.91%,Haryana
BJP,29.48%,30.20%,"NCT OF Delhi"
BJP,29.48%,28.89%,Karnataka
BJP,29.48%,27.09%,Punjab
BJP,29.48%,25.59%,Jharkhand
BJP,29.48%,25.35%,"Uttar Pradesh"
BJP,29.48%,22.07%,Bihar
BJP,29.48%,21.70%,Telangana
BJP,29.48%,16.88%,"Tamil Nadu"
BJP,29.48%,16.07%,"Jammu & Kashmir"
BJP,29.48%,13.83%,"West Bengal"
BJP,29.48%,9.79%,Meghalaya
BJP,29.48%,9.48%,Manipur
BJP,29.48%,8.48%,Kerala
BJP,29.48%,4.83%,Tripura
BJP,29.48%,1.96%,Sikkim
BJP,29.48%,0.37%,Lakshadweep
INC,29.29%,40.32%,Lakshadweep
INC,29.29%,37.93%,"Dadra & Nagar Haveli"
INC,29.29%,33.75%,"Daman & Diu"
INC,29.29%,33.19%,Manipur
INC,29.29%,32.41%,"Arunachal Pradesh"
INC,29.29%,30.87%,"Andaman & Nicobar Islands"
INC,29.29%,30.45%,Kerala
INC,29.29%,29.98%,Mizoram
INC,29.29%,28.16%,Goa
INC,29.29%,27.41%,Karnataka
INC,29.29%,26.47%,Nagaland
INC,29.29%,26.21%,"Himachal Pradesh"
INC,29.29%,26.09%,Meghalaya
INC,29.29%,25.77%,Assam
INC,29.29%,23.41%,"Jammu & Kashmir"
INC,29.29%,23.34%,Punjab
INC,29.29%,21.72%,Gujarat
INC,29.29%,21.63%,Puducherry
INC,29.29%,21.49%,"Madhya Pradesh"
INC,29.29%,20.97%,Uttarakhand
INC,29.29%,20.59%,Maharashtra
INC,29.29%,19.79%,Chandigarh
INC,29.29%,19.14%,Rajasthan
INC,29.29%,16.37%,Haryana
INC,29.29%,15.57%,Bihar
INC,29.29%,13.28%,Jharkhand
INC,29.29%,12.88%,Tripura
INC,29.29%,9.86%,"NCT OF Delhi"
INC,29.29%,8.79%,Telangana
INC,29.29%,7.87%,"West Bengal"
INC,29.29%,5.15%,"Uttar Pradesh"
INC,29.29%,3.18%,"Tamil Nadu"
INC,29.29%,1.94%,Sikkim
ADAL,29.13%,NULL,NULL
INC,28.91%,40.32%,Lakshadweep
INC,28.91%,37.93%,"Dadra & Nagar Haveli"
INC,28.91%,33.75%,"Daman & Diu"
INC,28.91%,33.19%,Manipur
INC,28.91%,32.41%,"Arunachal Pradesh"
INC,28.91%,30.87%,"Andaman & Nicobar Islands"
INC,28.91%,30.45%,Kerala
INC,28.91%,29.98%,Mizoram
INC,28.91%,28.16%,Goa
INC,28.91%,27.41%,Karnataka
INC,28.91%,26.47%,Nagaland
INC,28.91%,26.21%,"Himachal Pradesh"
INC,28.91%,26.09%,Meghalaya
INC,28.91%,25.77%,Assam
INC,28.91%,23.41%,"Jammu & Kashmir"
INC,28.91%,23.34%,Punjab
INC,28.91%,21.72%,Gujarat
INC,28.91%,21.63%,Puducherry
INC,28.91%,21.49%,"Madhya Pradesh"
INC,28.91%,20.97%,Uttarakhand
INC,28.91%,20.59%,Maharashtra
INC,28.91%,19.79%,Chandigarh
INC,28.91%,19.14%,Rajasthan
INC,28.91%,16.37%,Haryana
INC,28.91%,15.57%,Bihar
INC,28.91%,13.28%,Jharkhand
INC,28.91%,12.88%,Tripura
INC,28.91%,9.86%,"NCT OF Delhi"
INC,28.91%,8.79%,Telangana
INC,28.91%,7.87%,"West Bengal"
INC,28.91%,5.15%,"Uttar Pradesh"
INC,28.91%,3.18%,"Tamil Nadu"
INC,28.91%,1.94%,Sikkim
AIUDF,28.71%,15.71%,Assam
AIUDF,28.71%,0.84%,"West Bengal"
INC,28.48%,40.32%,Lakshadweep
INC,28.48%,37.93%,"Dadra & Nagar Haveli"
INC,28.48%,33.75%,"Daman & Diu"
INC,28.48%,33.19%,Manipur
INC,28.48%,32.41%,"Arunachal Pradesh"
INC,28.48%,30.87%,"Andaman & Nicobar Islands"
INC,28.48%,30.45%,Kerala
INC,28.48%,29.98%,Mizoram
INC,28.48%,28.16%,Goa
INC,28.48%,27.41%,Karnataka
INC,28.48%,26.47%,Nagaland
INC,28.48%,26.21%,"Himachal Pradesh"
INC,28.48%,26.09%,Meghalaya
INC,28.48%,25.77%,Assam
INC,28.48%,23.41%,"Jammu & Kashmir"
INC,28.48%,23.34%,Punjab
INC,28.48%,21.72%,Gujarat
INC,28.48%,21.63%,Puducherry
INC,28.48%,21.49%,"Madhya Pradesh"
INC,28.48%,20.97%,Uttarakhand
INC,28.48%,20.59%,Maharashtra
INC,28.48%,19.79%,Chandigarh
INC,28.48%,19.14%,Rajasthan
INC,28.48%,16.37%,Haryana
INC,28.48%,15.57%,Bihar
INC,28.48%,13.28%,Jharkhand
INC,28.48%,12.88%,Tripura
INC,28.48%,9.86%,"NCT OF Delhi"
INC,28.48%,8.79%,Telangana
INC,28.48%,7.87%,"West Bengal"
INC,28.48%,5.15%,"Uttar Pradesh"
INC,28.48%,3.18%,"Tamil Nadu"
INC,28.48%,1.94%,Sikkim
INC,28.31%,40.32%,Lakshadweep
INC,28.31%,37.93%,"Dadra & Nagar Haveli"
INC,28.31%,33.75%,"Daman & Diu"
INC,28.31%,33.19%,Manipur
INC,28.31%,32.41%,"Arunachal Pradesh"
INC,28.31%,30.87%,"Andaman & Nicobar Islands"
INC,28.31%,30.45%,Kerala
INC,28.31%,29.98%,Mizoram
INC,28.31%,28.16%,Goa
INC,28.31%,27.41%,Karnataka
INC,28.31%,26.47%,Nagaland
INC,28.31%,26.21%,"Himachal Pradesh"
INC,28.31%,26.09%,Meghalaya
INC,28.31%,25.77%,Assam
INC,28.31%,23.41%,"Jammu & Kashmir"
INC,28.31%,23.34%,Punjab
INC,28.31%,21.72%,Gujarat
INC,28.31%,21.63%,Puducherry
INC,28.31%,21.49%,"Madhya Pradesh"
INC,28.31%,20.97%,Uttarakhand
INC,28.31%,20.59%,Maharashtra
INC,28.31%,19.79%,Chandigarh
INC,28.31%,19.14%,Rajasthan
INC,28.31%,16.37%,Haryana
INC,28.31%,15.57%,Bihar
INC,28.31%,13.28%,Jharkhand
INC,28.31%,12.88%,Tripura
INC,28.31%,9.86%,"NCT OF Delhi"
INC,28.31%,8.79%,Telangana
INC,28.31%,7.87%,"West Bengal"
INC,28.31%,5.15%,"Uttar Pradesh"
INC,28.31%,3.18%,"Tamil Nadu"
INC,28.31%,1.94%,Sikkim
MNF,28.30%,NULL,NULL
RLD,28.26%,5.34%,"Uttar Pradesh"
RLD,28.26%,0.37%,Telangana
RLD,28.26%,0.14%,Uttarakhand
BJP,28.24%,41.99%,"Daman & Diu"
BJP,28.24%,41.17%,Goa
BJP,28.24%,41.09%,"Dadra & Nagar Haveli"
BJP,28.24%,37.56%,Gujarat
BJP,28.24%,36.26%,"Arunachal Pradesh"
BJP,28.24%,34.64%,Rajasthan
BJP,28.24%,34.37%,"Himachal Pradesh"
BJP,28.24%,34.09%,Uttarakhand
BJP,28.24%,33.77%,"Andaman & Nicobar Islands"
BJP,28.24%,33.28%,"Madhya Pradesh"
BJP,28.24%,33.00%,Maharashtra
BJP,28.24%,31.77%,Assam
BJP,28.24%,31.10%,Chandigarh
BJP,28.24%,30.91%,Haryana
BJP,28.24%,30.20%,"NCT OF Delhi"
BJP,28.24%,28.89%,Karnataka
BJP,28.24%,27.09%,Punjab
BJP,28.24%,25.59%,Jharkhand
BJP,28.24%,25.35%,"Uttar Pradesh"
BJP,28.24%,22.07%,Bihar
BJP,28.24%,21.70%,Telangana
BJP,28.24%,16.88%,"Tamil Nadu"
BJP,28.24%,16.07%,"Jammu & Kashmir"
BJP,28.24%,13.83%,"West Bengal"
BJP,28.24%,9.79%,Meghalaya
BJP,28.24%,9.48%,Manipur
BJP,28.24%,8.48%,Kerala
BJP,28.24%,4.83%,Tripura
BJP,28.24%,1.96%,Sikkim
BJP,28.24%,0.37%,Lakshadweep
BJP,28.20%,41.99%,"Daman & Diu"
BJP,28.20%,41.17%,Goa
BJP,28.20%,41.09%,"Dadra & Nagar Haveli"
BJP,28.20%,37.56%,Gujarat
BJP,28.20%,36.26%,"Arunachal Pradesh"
BJP,28.20%,34.64%,Rajasthan
BJP,28.20%,34.37%,"Himachal Pradesh"
BJP,28.20%,34.09%,Uttarakhand
BJP,28.20%,33.77%,"Andaman & Nicobar Islands"
BJP,28.20%,33.28%,"Madhya Pradesh"
BJP,28.20%,33.00%,Maharashtra
BJP,28.20%,31.77%,Assam
BJP,28.20%,31.10%,Chandigarh
BJP,28.20%,30.91%,Haryana
BJP,28.20%,30.20%,"NCT OF Delhi"
BJP,28.20%,28.89%,Karnataka
BJP,28.20%,27.09%,Punjab
BJP,28.20%,25.59%,Jharkhand
BJP,28.20%,25.35%,"Uttar Pradesh"
BJP,28.20%,22.07%,Bihar
BJP,28.20%,21.70%,Telangana
BJP,28.20%,16.88%,"Tamil Nadu"
BJP,28.20%,16.07%,"Jammu & Kashmir"
BJP,28.20%,13.83%,"West Bengal"
BJP,28.20%,9.79%,Meghalaya
BJP,28.20%,9.48%,Manipur
BJP,28.20%,8.48%,Kerala
BJP,28.20%,4.83%,Tripura
BJP,28.20%,1.96%,Sikkim
BJP,28.20%,0.37%,Lakshadweep
BJP,28.10%,41.99%,"Daman & Diu"
BJP,28.10%,41.17%,Goa
BJP,28.10%,41.09%,"Dadra & Nagar Haveli"
BJP,28.10%,37.56%,Gujarat
BJP,28.10%,36.26%,"Arunachal Pradesh"
BJP,28.10%,34.64%,Rajasthan
BJP,28.10%,34.37%,"Himachal Pradesh"
BJP,28.10%,34.09%,Uttarakhand
BJP,28.10%,33.77%,"Andaman & Nicobar Islands"
BJP,28.10%,33.28%,"Madhya Pradesh"
BJP,28.10%,33.00%,Maharashtra
BJP,28.10%,31.77%,Assam
BJP,28.10%,31.10%,Chandigarh
BJP,28.10%,30.91%,Haryana
BJP,28.10%,30.20%,"NCT OF Delhi"
BJP,28.10%,28.89%,Karnataka
BJP,28.10%,27.09%,Punjab
BJP,28.10%,25.59%,Jharkhand
BJP,28.10%,25.35%,"Uttar Pradesh"
BJP,28.10%,22.07%,Bihar
BJP,28.10%,21.70%,Telangana
BJP,28.10%,16.88%,"Tamil Nadu"
BJP,28.10%,16.07%,"Jammu & Kashmir"
BJP,28.10%,13.83%,"West Bengal"
BJP,28.10%,9.79%,Meghalaya
BJP,28.10%,9.48%,Manipur
BJP,28.10%,8.48%,Kerala
